ukbb20003;n
sodium cromoglicate+isoprenaline sulphate;1
sodium cromoglicate+salbutamol;1
sodium feredetate;8
feredetate na 27.5mg/5ml elixir;2
sulfadiazine;44
sulfadimidine;2
sulfadimidine 500mg/5ml paediatric suspension;0
sulfacetamide;1
alfad 250nanograms capsule;0
tiabendazole;0
tioguanine;0
caspofungin msd 70mg infusion concentrate (pdr for recon);0
allerief 2mg/5ml s/f oral solution;0
paldesic 120mg/5ml oral suspension;0
paldesic 250mg/5ml oral suspension;0
urofollitropin;0
epival cr 300mg m/r tablet;0
voriconazole;7
voriconazole 50mg tablet;1
vfend 50mg tablet;0
voriconazole 200mg tablet;1
vfend 200mg tablet;0
voriconazole 200mg i-v infusion (pdr for recon);0
vfend 200mg i-v infusion (pdr for recon);0
fluocinolone acetonide+clioquinol 0.025%/3% cream;6
tiotropium;1355
spiriva 18micrograms inhalation capsule;787
sustiva 30mg/ml oral solution;0
orbifen 100mg/5ml s/f oral suspension;1
day and night nurse capsule;2
fluocinolone acetonide+clioquinol 0.025%/3% ointment;2
fluocinolone acetonide+neomycin sulphate 0.025%/0.5% cream;0
fluocinolone acetonide+neomycin sulphate 0.025%/0.5% oint;0
fenactol 25mg e/c tablet;38
streflam 8.75mg lozenge;0
ipocol 400mg e/c tablet;4
memantine hydrochloride;9
piroxicam-betadex;1
ebixa 10mg tablet;1
desogestrel product;8
cerazette 75micrograms tablet;1306
phorpain gel maximum strength 10% gel;11
fenpaed 100mg/5ml s/f oral suspension;0
soloc 5mg tablet;2
fenogal 200mg capsule;1
trintek 5 5mg/24hours transdermal patch;0
tensomex 100mg tablet;1
salapin 2mg/5ml sugar free syrup;0
bacticlor mr 375mg m/r tablet;0
panadol actifast 500mg tablet;2
menoring 50micrograms/24hours vaginal ring;1
dominion pharma hayfever eye drops;5
virgan 0.15% eye gel;2
tiloket cr 100mg m/r capsule;0
tiloket 2.5% gel;3
lornoxicam;0
xefo 4mg tablet;0
clarithrom tab+lansopraz cap+metronidaz tab 500/30/400mg pck;1
helimet triple pack;0
calpol fast melts 250mg oro-dispersible tablet;0
lemsip pharmacy non-decongestant formula sachet powder;1
vioxxacute 25mg tablet;0
vioxxacute 50mg tablet;0
abtrim 1% cream;0
abtrim 500mg pessary;1
bipranix 5mg tablet;0
ranitil 150mg tablet;8
periostat 20mg tablet;8
zolvera 40mg/5ml oral solution;0
decubal clinic cream;0
ibuprofen+pseudoephedrine hydrochloride;1
vivabec 50micrograms nasal spray;10
human luteinising hormone product;8
lutropin alfa;0
recombinant human luteinising hormone alfa;1
e45 itch relief cream;6
luveris 75iu injection (pdr for recon)+solvent;0
latanoprost+timolol;106
xalacom 0.005%/0.5% eye drops;282
solian 100mg/ml s/f oral solution;1
levocetirizine;324
xyzal 5mg tablet;76
contac non drowsy 12 hour relief 120mg m/r capsule;9
ziz forte 25mg tablet;0
mandanol infant paracetamol 120mg/5ml oral suspension;1
mandanol 6+ paracetamol 250mg/5ml oral suspension;0
digamex 62.5micrograms tablet;1
diphenhydramine hydrochloride 6.25mg/5ml syrup;7
mandalyn paediatric 6.25mg/5ml syrup;0
mandalyn expectorant syrup;0
aveeno lotion;18
ranflutin 20mg capsule;2
sulpor 200mg/5ml oral solution;0
vivadone 10mg tablet;1
miacalcic 200iu nasal spray;6
crixivan 100mg capsule;0
synastone 10mg/1ml injection;0
synastone 20mg/2ml injection;0
synastone 35mg/3.5ml injection;0
synastone 50mg/5ml injection;0
imatinib;31
travoprost;251
travatan 40micrograms/ml eye drops;399
telithromycin;1
ketek 400mg tablet;0
eletriptan;30
disogram sr 60mg m/r capsule;0
relpax 20mg tablet;11
teril retard 200mg m/r tablet;0
ispagel 3.5g/sachet s/f powder;45
cetraben emollient cream;123
painex caplet;0
bexarotene;2
targretin 75mg capsule;1
canesten complete cream;13
monigen xl 60mg m/r tablet;0
epivir 300mg tablet;5
cetirocol 10mg tablet;6
clearsore aciclovir 5% cream;16
merional 75iu injection (pdr for recon)+solvent;1
vantage antihistamine 4mg tablet;1
bosentan;6
vantage expectorant and decongestant cough syrup;0
benquil 250micrograms tablet;0
biotene oralbalance oral gel;73
tracleer 62.5mg tablet;0
viraferonpeg 50mcg pdr+solv for soln for inj prefilled pen;0
viraferonpeg 80mcg pdr+solv for soln for inj prefilled pen;1
viraferonpeg 100mcg pdr+solv for soln for inj prefilled pen;0
viraferonpeg 120mcg pdr+solv for soln for inj prefilled pen;1
viraferonpeg 150mcg pdr+solv for soln for inj prefilled pen;1
vantage dry cough syrup 5mg/5ml syrup;1
ertapenem;0
invanz 1g i-v infusion (pdr for recon);0
oseltamivir;0
tamiflu 75mg capsule;6
tamiflu 12mg/ml oral suspension;0
bioxtra oral gel;16
zovirax double strength 400mg/5ml suspension;0
pimecrolimus;8
rapranol sr 80mg m/r capsule;2
ranvera mr 240mg m/r tablet;0
omeran 10mg e/c tablet;1
cabren 2.5mg m/r tablet;23
moxifloxacin;2
avelox 400mg tablet;0
care cetirizine hayfever relief 10mg tablet;147
acea 0.75% gel;3
thyrotropin alfa;1
thyrogen 0.9mg powder for injection solution vial;0
codipar caplet;120
elidel 1% cream;18
elidel 10mg/g cream;2
malarone paediatric tablet;0
amyben 100mg tablet;1
sustiva 600mg tablet;34
promixin 1million units injection (pdr for recon);0
colistimethate sodium 1million iu powder for nebulisation;2
promixin 1million iu powder for nebulisation;2
vera-til sr 120mg m/r tablet;7
nurofen 200mg tablet;310
vivacor 5mg tablet;0
telmisartan+hydrochlorothiazide 40mg/12.5mg tablet;50
micardisplus 40mg/12.5mg tablet;57
tadalafil;779
cialis 10mg tablet;333
cialis 20mg tablet;207
fenox 0.5% nasal spray;6
kentipine mr 10mg m/r tablet;0
canesten oasis 4.4g/sachet powder;0
karvol decongestant drops;0
nasciodine cream;0
simvador 10mg tablet;695
felotens xl 5mg m/r tablet;58
beechams all in one syrup;4
ridaura tiltab 3mg tablet;0
berocca effervescent tablet;122
hydrex ds spray;0
hydrex hs spray;0
benylin four flu oral liquid;0
benylin four flu tablet;2
tritace 1.25mg tablet;49
gavilast-p 75mg tablet;77
glucosamine product;34257
cancidas 50mg infusion concentrate (pdr for recon);0
cancidas 70mg infusion concentrate (pdr for recon);0
robitussin soft pastilles for dry cough 7.5mg pastille;0
paracetamol+pseudoephedrine hydrochloride;1
pollenase 50micrograms nasal spray;8
pollenase allergy 2% eye drops;1
non-drowsy sinutab tablet;34
anadin paracetamol 500mg tablet;36
feminax tablet;30
niquitin cq 2mg mint lozenge;25
niquitin cq 4mg mint lozenge;5
crampex tablet;13
phensic tablet;0
niaspan 500mg m/r tablet;40
felogen xl 5mg m/r tablet;25
adalimumab;68
humira 40mg injection solution 0.8ml prefilled syringe;150
benylin day & night tablet;6
diuril 250mg/5ml oral suspension;0
avonex 6million iu/0.5ml prefilled syringe;3
avonex 30micrograms/0.5ml prefilled syringe;31
phorpain 5% gel;19
asacol mr 400mg e/c tablet;207
sea-legs 12.5mg tablet;2
carglumic acid;0
carglutamic acid;1
phasonit la50 50mg m/r capsule;0
carbaglu 200mg dispersible tablet;0
zamadol melt 50mg oro-dispersible tablet;1
benzoyl peroxide+clindamycin;5
duac once daily gel;24
six plus parapaed paracetamol 250mg/5ml s/f oral suspension;0
junior parapaed paracetamol 120mg/5ml s/f oral suspension;0
peptobismol 1.752% suspension;4
teriparatide;9
forsteo 250mcg/ml injection solution 3ml prefilled pen;13
vicks vaposyrup for dry coughs syrup;0
vicks medinite syrup;1
felendil xl 5mg m/r tablet;117
presinex 10micrograms nasal spray;19
sulazine ec 500mg e/c tablet;7
keloc sr 5mg m/r tablet;3
care pholcodine 5mg/5ml s/f oral liquid;1
hypolar retard 10mg m/r tablet;1
benylin cough & congestion syrup;13
solpadeine plus capsule;26
solpadeine plus tablet;23
brolene cool eyes eye drops;5
synastone 50mg/2ml injection;0
synastone 50mg/1ml injection;0
bemiparin;0
solpadeine plus soluble effervescent tablet;41
solpadeine headache tablet;21
solpadeine headache soluble tablet;40
rosiglitazone 1mg / metformin 500mg tablet;224
avandamet 1mg / 500mg tablet;205
levodopa+careldopa+entacapone;6
stalevo 50mg / 12.5mg / 200mg tablet;97
zibor 2,500iu/0.2ml injection solution prefilled syringe;0
zibor 12,500iu/ml injection solution 0.2ml prefilled syringe;1
optrex sore eyes eye drops;0
rebif 22micrograms/0.5ml prefilled syringe;11
rebif 44micrograms/0.5ml prefilled syringe;13
emtricitabine;91
emtriva 200mg capsule;1
mesren mr 400mg m/r tablet;32
pulmo bailly oral liquid;0
exe-cort hydrocortisone 1% cream;43
nasivin 0.05% nasal spray;9
adult meltus dry coughs with congestion oral liquid;6
non-drowsy sudafed linctus oral liquid;2
eumobase cream;5
liquivisc 0.25% eye gel;8
abacavir 300mg / lamivudine 150mg / zidovudine 300mg tablet;13
ultramol tablet;3
ultramol capsule;7
epinastine;0
relestat 0.5mg/ml eye drops;0
gonapeptyl depot 3.75mg inj (pdr for recon)+solv p/f syringe;1
monomil xl 60mg m/r tablet;103
decapeptyl sr 3mg injection (pdr for recon)+diluent;18
aprepitant;2
emend 80mg capsule;0
propain plus caplet;2
dymotil tablet;2
cipralex 5mg tablet;456
vascalpha 5mg m/r tablet;173
rhinolast 0.1% nasal spray;82
lamisil at 1% gel;1
fluconazole 150mg capsule + clotrimazole 2% cream;7
canesten oral & cream duo;0
non-drowsy sudafed decongestant elixir 30mg/5ml oral liquid;3
bondronat 50mg tablet;18
valni 20 retard 20mg m/r tablet;0
zanprol 10mg e/c tablet;0
atazanavir;47
atazanavir 200mg capsule;3
atazanavir 150mg capsule;3
reyataz 200mg capsule;2
reyataz 150mg capsule;4
conjugated oestrogens 0.3mg / medroxyprogesterone 1.5mg tab;13
germoloids cream;29
valdic 75 retard 75mg m/r tablet;1
kapake 30/500 effervescent tablet;18
fulvestrant;3
faslodex 50mg/ml solution for injection 5ml p/f syringe;5
gentamicin 80mg/50ml intravenous infusion;0
nutropinaq 10mg(30iu)/2ml injection cartridge;5
epinephrine eye drops;0
caralpha 10/12.5mg tablet;0
cuprofen plus tablet;22
paracetamol+tramadol;48
tramacet 325mg/37.5mg tablet;172
sebomin mr 100mg m/r capsule;23
econac sr 75mg tablet;4
levothyroxine sodium;25358
nylax with senna 7.5mg tablet;6
witch hazel product;1
optrex eye drops;17
aveeno colloidal baby bath additive;0
calfovit d3 powder for oral suspension;111
nicam 4% topical gel;0
copegus 200mg tablet;2
calprofen 100mg/5ml s/f oral suspension;0
respiratory mometasone;331
optrex allergy eye drops;10
hamamelis water product;0
asmanex twisthaler 200mcg breath-actuated dry powder inhaler;21
eumon 40 xl m/r tablet;0
dutasteride;463
avodart 500micrograms capsule;121
kerymax 250mg e/c granules in capsule;0
trangina xl 60mg m/r tablet;4
roferon-a 18million iu/0.5ml prefilled syringe;0
metrosa 0.75% gel;32
vardenafil;139
levitra 5mg tablet;10
levitra 10mg tablet;40
levitra 20mg tablet;42
aller-eze 0.05% eye drops;2
olopatadine;34
opatanol 1mg/ml eye drops;38
traveleeze soft and chewy 12.5mg pastille;0
silver sulfadiazine;1
cyproterone acetate+ethinylestradiol;6
canesten fluconazole 150mg capsule;0
carmil xl 60mg m/r tablet;5
ketopine 2% shampoo;13
rosuvastatin;3830
crestor 10mg tablet;350
piperazine estrone sulphate;0
methyl aminolevulinate;0
metvix 160mg/g cream;0
metvix 16% cream;0
sebco ointment;10
frovatriptan;68
migard 2.5mg tablet;44
galpharm non-drowsy allergy relief 10mg tablet;4
ezetimibe;3354
ezetrol 10mg tablet;1010
zenoxone 1% aqueous cream;4
adefovir;7
hepsera 10mg tablet;5
numark non-drowsy allergy relief 10mg tablet;0
valdecoxib;0
bextra 10mg tablet;0
bextra 20mg tablet;0
bextra 40mg tablet;1
nizoral dandruff 20mg/ml shampoo;4
nizoral anti-dandruff 20mg/ml shampoo;8
ethinylestradiol+norelgestromin 600mcg/6mg transdermal patch;0
evra transdermal patch;10
rino clenil 50micrograms nasal spray;1128
pennsaid 16mg/ml cutaneous solution;3
morphgesic sr 10mg m/r tablet;5
morphgesic sr 30mg m/r tablet;4
morphgesic sr 60mg m/r tablet;2
morphgesic sr 100mg m/r tablet;1
rhotard sr 10mg m/r tablet;0
rhotard sr 30mg m/r tablet;0
rhotard sr 60mg m/r tablet;0
rhotard sr 100mg m/r tablet;0
dandrazol 2% shampoo;2
dandrazol antidandruff 2% shampoo;1
dolasetron;2
anzemet 50mg tablet;0
evening primrose oil 20% cream;18
gamolenic acid 20% cream;3
gammaderm cream;2
oxynorm 10mg/ml injection solution 1ml ampoule;0
eccoxolac 300mg capsule;33
day nurse capsule;1
oxynorm 10mg/ml injection solution 2ml ampoule;1
oxynorm 20mg/2ml injection solution ampoule;0
oxynorm 10mg/1ml injection solution ampoule;0
testogel 50mg gel 5g sachet;233
pepcidtwo chewable indigestion tablet;4
olmesartan;658
lyrinel xl 5mg m/r tablet;79
femtab sequi tablet;6
femtab continuous tablet;2
femtab 1mg tablet;1
olmetec 10mg tablet;312
miglustat;0
zavesca 100mg capsule;0
colomycin 2million units injection (pdr for recon);3
colistimethate sodium 2million units inj (pdr for recon);0
hayleve 4mg tablet;4
fuzeon 90mg/ml injection (pdr for recon)+solvent;0
enfuvirtide;0
allergy relief antihistamine 4mg tablet;260
numark hayfever and allergy relief 10mg tablet;16
lemsip flu 12hr ibuprofen+pseudoephedrine capsule;1
doxadura 1mg tablet;29
galpharm single dose thrush treatment 150mg capsule;0
telfast 30 tablet;385
bendroflumethiazide;30316
bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet;123
nadolol+bendroflumethiazide 40mg/5mg tablet;2
timolol maleate+bendroflumethiazide 10mg/2.5mg tablet;3
atenolol+bendroflumethiazide;109
hydrocortisone+lidocaine;32
dicycloverine;101
oilatum fragrance free junior liquid bath additive;1
vantage pharmacy sleep aid 50mg tablet;3
betanidine;2
somavert 10mg injection (pdr for recon)+solvent;0
salinum sugar free oral solution;1
hydroxycarbamide;247
striant sr 30mg muco-adhesive buccal tablet;0
erythrosine 6mg tablet;0
ceplac 6mg tablet;1
amoxident 250mg capsule;2
amoxident 500mg capsule;2
sulfaguanidine;0
pegvisomant;0
ranzolont 10mg tablet;0
formoterol;170
budesonide+formoterol;367
triamterene+furosemide 50mg/40mg tablet;0
furosemide+potassium 20mg/10mmol m/r tablet;3
galsud 60mg tablet;0
novolizer budesonide 200micrograms/dose cartridge+inhaler;75
entrolax 5mg e/c tablet;1
zerobase cream;41
entrolax constipation relief 5mg e/c tablet;0
reyataz 100mg capsule;2
atazanavir 100mg capsule;1
cidomycin adult injectable 80mg/2ml injection ampoule;0
cidomycin adult injectable 80mg/2ml injection vial;0
dermol cream;117
dermol cream 100g;5
dermol cream 500g;16
aripiprazole;79
tiloket 50mg capsule;0
atomoxetine;13
strattera 10mg capsule;0
cardioplen xl 5mg m/r tablet;366
galpharm heartburn relief 10mg e/c tablet;1
lopace 2.5mg capsule;11
tilolec 100mg/25mg m/r tablet;1
pregabalin;1433
zocor heart-pro 10mg tablet;4
lyrica 25mg capsule;172
hirsutism preparations;0
eflornithine;9
eflornitine 11.5% cream;13
vaniqa 11.5% cream;19
vaniqa 11.5% cream 30g;3
cymalon cranberry 1.5g/5ml liquid;176
galsud 30mg/5ml linctus;1
covonia cold & flu formula oral solution;3
lyflex 5mg/5ml s/f oral solution;0
solifenacin;1154
fosamprenavir;14
fosamprenavir 700mg tablet;3
telzir 700mg tablet;1
unichem heartburn relief 10mg e/c tablet;0
vesicare 5mg tablet;575
oilatum fragrance free junior bath additive 250ml;0
oilatum fragrance free junior bath additive 1 litre;0
amlostin 5mg tablet;116
imatinib 100mg tablet;3
glivec 100mg tablet;52
vantage pharmacy heartburn relief 10mg e/c tablet;0
vantage fluconazole 150mg capsule;0
mycophenolic acid 180mg gastro-resistant tablet;8
myfortic 180mg gastro-resistant tablet;13
denzapine 25mg tablet;2
dulbalm cream;0
dulbalm cream 25g;0
acnocin 2000/35 tablet;1
acorvio 2% cream;0
acorvio 2% cream 20g;0
acorvio 2% cream 45g;0
fluprednidene;2
fluprednidene + miconazole;0
acorvio plus 2%/0.1% cream;0
senokot hi-fibre lemon 3.5g/sachet s/f granules;24
somnwell 707mg tablet;0
duloxetine;575
yentreve 20mg gastro-resistant capsule;32
lemsip max sinus all night decongestant 0.05% nasal spray;5
easyhaler salbutamol 100mcg breath-actuated dry powder inh;98
care heartburn relief 10mg e/c tablet;0
numark heartburn relief 10mg e/c tablet;0
ranace 1.25mg capsule;0
suprax 100mg/5ml paediatric suspension 50ml;0
strontium product;157
lisicostad hct 10/12.5mg tablet;5
zemon 40xl 40mg m/r tablet;1
galpharm flu strength all in one s/f oral solution;1
care ibuprofen 10% gel;58
paxoran 10mg tablet;0
protelos 2g sachets;133
neofel xl 5mg m/r tablet;57
voriconazole 40mg/ml oral suspension;0
vfend 40mg/ml oral suspension;0
vfend 40mg/ml oral suspension 100ml;0
oilatum junior bath formula liquid bath additive;1
oilatum junior bath formula liquid bath additive 150ml;0
oilatum junior bath formula liquid bath additive 300ml;1
oilatum bath formula liquid bath additive;57
oilatum bath formula liquid bath additive 150ml;4
oilatum bath formula liquid bath additive 300ml;17
valsartan+hydrochlorothiazide 80mg/12.5mg tablet;80
co-diovan 80mg/12.5mg tablet;81
care fluconazole 150mg capsule;2
cough nurse night time oral liquid;1
efalizumab;4
raptiva 100mg/ml powder+solvent for injection solution;0
medac lomustine 40mg capsule;0
physeptone 50mg/2ml injection;0
physeptone 50mg/1ml injection;0
aviral 5% cream;0
aviral 5% cream 2g;0
vernagel granules;0
eplerenone;119
inspra 25mg tablet;8
fibrazate xl 400mg m/r tablet;30
vantage pharmacy constipation relief 5mg e/c tablet;0
dermablend leg and body buff cover cream;0
dermablend leg and body caramel cover cream;0
dermablend leg and body golden cover cream;0
dermablend leg and body natural cover cream;2
dermablend leg and body sand cover cream;0
dermablend leg and body buff cover cream 64g;0
dermablend leg and body caramel cover cream 64g;0
dermablend leg and body golden cover cream 64g;0
dermablend leg and body natural cover cream 64g;0
dermablend leg and body sand cover cream 64g;0
cinacalcet;12
mimpara 30mg tablet;2
fosamprenavir 50mg/ml oral suspension;1
telzir 50mg/ml oral suspension;0
vantage cold relief capsule;0
nebido 1000mg/4ml solution for injection;85
zaponex 25mg tablet;3
parmid xl 5mg m/r tablet;4
cymbalta 30mg gastro-resistant capsule;48
neotren mr 400mg m/r tablet;0
avoca 75% caustic applicator;0
avoca 95% caustic applicator;0
abilify 5mg tablet;13
estradot 25micrograms patch;123
vigabatrin;4
nicotine;30
chinoform;0
csa - cyclosporin a;2
cya - cyclosporin a;1
sodium chloride;25
